image,roof_area_px,damage_count,damage_density,mean_confidence,max_confidence,set,cluster,PCA1,PCA2,image_render
austin13_3072_2560_png.rf.0ec13c7dc912528190e2b93eed2ca572.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin13_3072_2560_png.rf.0ec13c7dc912528190e2b93eed2ca572.jpg
austin13_3072_2560_png.rf.46e4a87497fac79ea961c6345a0075a6.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin13_3072_2560_png.rf.46e4a87497fac79ea961c6345a0075a6.jpg
austin13_3072_2560_png.rf.9607cecfb02741f224eb649c741e71fa.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin13_3072_2560_png.rf.9607cecfb02741f224eb649c741e71fa.jpg
austin16_0_3584_png.rf.64b8a7a4fecd63c94adce388eb023e55.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin16_0_3584_png.rf.64b8a7a4fecd63c94adce388eb023e55.jpg
austin16_0_3584_png.rf.ca6c8348f1294ed144c462124241b300.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin16_0_3584_png.rf.ca6c8348f1294ed144c462124241b300.jpg
austin16_0_3584_png.rf.e5db14ea9c3a033e181fe041c41dbe01.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin16_0_3584_png.rf.e5db14ea9c3a033e181fe041c41dbe01.jpg
austin16_512_1024_png.rf.3445045ae10eac083f57372069766f80.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin16_512_1024_png.rf.3445045ae10eac083f57372069766f80.jpg
austin16_512_1024_png.rf.89fa4138906f6042a6cc33481954d38d.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin16_512_1024_png.rf.89fa4138906f6042a6cc33481954d38d.jpg
austin16_512_1024_png.rf.8bab2826697325100b6c1d125dc80d0c.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin16_512_1024_png.rf.8bab2826697325100b6c1d125dc80d0c.jpg
austin17_3072_4096_png.rf.0c521d101d4cfca9e81668d1fce6e266.jpg,262144,1,4e-06,0.441,0.441,train,1,2.7539105063947287,-1.1177802075243009,results/train_inference/train_inference/austin17_3072_4096_png.rf.0c521d101d4cfca9e81668d1fce6e266.jpg
austin17_3072_4096_png.rf.8039570e56ed5bd323443c3bceca28a5.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin17_3072_4096_png.rf.8039570e56ed5bd323443c3bceca28a5.jpg
austin17_3072_4096_png.rf.d5d0c2bfa12527e0ecbc1bcef0e53aea.jpg,262144,1,4e-06,0.6612,0.6612,train,1,4.235843556635086,-2.016879364997373,results/train_inference/train_inference/austin17_3072_4096_png.rf.d5d0c2bfa12527e0ecbc1bcef0e53aea.jpg
austin17_512_3072_png.rf.340b24e0298a7b90809ff2e5bbf2a740.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin17_512_3072_png.rf.340b24e0298a7b90809ff2e5bbf2a740.jpg
austin17_512_3072_png.rf.7a5dd320191b776f70158da3fa88ab2d.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin17_512_3072_png.rf.7a5dd320191b776f70158da3fa88ab2d.jpg
austin17_512_3072_png.rf.8c7cb033000c67e24a921dfee48c525a.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin17_512_3072_png.rf.8c7cb033000c67e24a921dfee48c525a.jpg
austin18_512_3584_png.rf.afb8c1a4f3e2319010cdccb8f40387fc.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin18_512_3584_png.rf.afb8c1a4f3e2319010cdccb8f40387fc.jpg
austin18_512_3584_png.rf.bc09875f8e7bf708fdd57fc0ad710482.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin18_512_3584_png.rf.bc09875f8e7bf708fdd57fc0ad710482.jpg
austin18_512_3584_png.rf.dfbda08257c61a06f6c5a095f4beabf1.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin18_512_3584_png.rf.dfbda08257c61a06f6c5a095f4beabf1.jpg
austin23_3072_1024_png.rf.401b9faaf9931d3329b144b8fb8f6197.jpg,262144,1,4e-06,0.5494,0.5494,train,1,3.483436131490344,-1.5603885121114078,results/train_inference/train_inference/austin23_3072_1024_png.rf.401b9faaf9931d3329b144b8fb8f6197.jpg
austin23_3072_1024_png.rf.d1e2a4f69e4ddce9d4e71988ee72c1e7.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin23_3072_1024_png.rf.d1e2a4f69e4ddce9d4e71988ee72c1e7.jpg
austin23_3072_1024_png.rf.ec9c0671bc59cba0886fbbe773fba235.jpg,262144,1,4e-06,0.6362,0.6362,train,1,4.067595026862111,-1.9148018039763615,results/train_inference/train_inference/austin23_3072_1024_png.rf.ec9c0671bc59cba0886fbbe773fba235.jpg
austin23_512_0_png.rf.1763c65067d3db8e433f409e3943a532.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin23_512_0_png.rf.1763c65067d3db8e433f409e3943a532.jpg
austin23_512_0_png.rf.a11f64f8926c4e3596cfb40819f240fa.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin23_512_0_png.rf.a11f64f8926c4e3596cfb40819f240fa.jpg
austin23_512_0_png.rf.f4c4f9035e2d98481d66b7f98a84f667.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin23_512_0_png.rf.f4c4f9035e2d98481d66b7f98a84f667.jpg
austin24_3072_3072_png.rf.b4eb4a0074005e734e7113844c7918a7.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin24_3072_3072_png.rf.b4eb4a0074005e734e7113844c7918a7.jpg
austin24_3072_3072_png.rf.f1b912b9bef93a2661df53968348442a.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin24_3072_3072_png.rf.f1b912b9bef93a2661df53968348442a.jpg
austin24_3072_3072_png.rf.f895486906db12c8947e5857ee75e5a8.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin24_3072_3072_png.rf.f895486906db12c8947e5857ee75e5a8.jpg
austin24_3584_2048_png.rf.0933325f098c5c38d8110103a1798d99.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin24_3584_2048_png.rf.0933325f098c5c38d8110103a1798d99.jpg
austin24_3584_2048_png.rf.7884955ff8344a926cd7c6fdf60b5baa.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin24_3584_2048_png.rf.7884955ff8344a926cd7c6fdf60b5baa.jpg
austin24_3584_2048_png.rf.93b6c8c6c934b2024cbe142e6f06c489.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin24_3584_2048_png.rf.93b6c8c6c934b2024cbe142e6f06c489.jpg
austin25_0_1536_png.rf.0da796e4bedb6969ce24112e69e61111.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin25_0_1536_png.rf.0da796e4bedb6969ce24112e69e61111.jpg
austin25_0_1536_png.rf.99d4a8bdc26036e1916fd2ccae3adb93.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin25_0_1536_png.rf.99d4a8bdc26036e1916fd2ccae3adb93.jpg
austin25_0_1536_png.rf.a551c539ef5cf2b9b03020cb4e3711dc.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin25_0_1536_png.rf.a551c539ef5cf2b9b03020cb4e3711dc.jpg
austin25_1536_2048_png.rf.17d6dea9ee4e4f7190e64295944064bf.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin25_1536_2048_png.rf.17d6dea9ee4e4f7190e64295944064bf.jpg
austin25_1536_2048_png.rf.528a5f24f23003791911f2b739707599.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin25_1536_2048_png.rf.528a5f24f23003791911f2b739707599.jpg
austin25_1536_2048_png.rf.5c161b2cb4a6b17ad268b14b44f75e15.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin25_1536_2048_png.rf.5c161b2cb4a6b17ad268b14b44f75e15.jpg
austin27_512_3072_png.rf.24a9289cc88384fd515d6a9cf6f1a575.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin27_512_3072_png.rf.24a9289cc88384fd515d6a9cf6f1a575.jpg
austin27_512_3072_png.rf.881f3d1165e36192e1c55018efadc5e1.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin27_512_3072_png.rf.881f3d1165e36192e1c55018efadc5e1.jpg
austin27_512_3072_png.rf.c92a0fdad697f53a3857a5323cb6767d.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin27_512_3072_png.rf.c92a0fdad697f53a3857a5323cb6767d.jpg
austin2_0_2560_png.rf.01351904f896cc99917b3842a8cc4e35.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin2_0_2560_png.rf.01351904f896cc99917b3842a8cc4e35.jpg
austin2_0_2560_png.rf.7d97f23864b08b3258594cb6a2d38f5a.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin2_0_2560_png.rf.7d97f23864b08b3258594cb6a2d38f5a.jpg
austin2_0_2560_png.rf.c9450a82e598820f46d473ba40e514ef.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin2_0_2560_png.rf.c9450a82e598820f46d473ba40e514ef.jpg
austin2_0_2560_png.rf.d57a529bcbce96832afb9552535f8725.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin2_0_2560_png.rf.d57a529bcbce96832afb9552535f8725.jpg
austin2_2560_4096_png.rf.1dfb33c40d645be4d16138f224beae59.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin2_2560_4096_png.rf.1dfb33c40d645be4d16138f224beae59.jpg
austin2_2560_4096_png.rf.22554fc56fe9ff10e457281079746957.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin2_2560_4096_png.rf.22554fc56fe9ff10e457281079746957.jpg
austin2_2560_4096_png.rf.5afcb093d12e0fa783ddbe42f6323f8c.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin2_2560_4096_png.rf.5afcb093d12e0fa783ddbe42f6323f8c.jpg
austin7_1024_4096_png.rf.15d378236658f341af8875e3c32d16d7.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin7_1024_4096_png.rf.15d378236658f341af8875e3c32d16d7.jpg
austin7_1024_4096_png.rf.579533f0f7c9ac67fa49ceff0ffba2a7.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin7_1024_4096_png.rf.579533f0f7c9ac67fa49ceff0ffba2a7.jpg
austin7_1024_4096_png.rf.a767b2b9a387460e356b552989e1fbaa.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin7_1024_4096_png.rf.a767b2b9a387460e356b552989e1fbaa.jpg
austin8_2048_2560_png.rf.1a9222a615f1cb1c4b3f273a45237f5f.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin8_2048_2560_png.rf.1a9222a615f1cb1c4b3f273a45237f5f.jpg
austin8_2048_2560_png.rf.1baa5e556501c641a9dc5940f1cc081f.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin8_2048_2560_png.rf.1baa5e556501c641a9dc5940f1cc081f.jpg
austin8_2048_2560_png.rf.7f0223535420f8eaa83d54bffa6ad13c.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin8_2048_2560_png.rf.7f0223535420f8eaa83d54bffa6ad13c.jpg
austin9_3584_0_png.rf.32dd53ed856c83d4be5ddf3a7f2639a8.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin9_3584_0_png.rf.32dd53ed856c83d4be5ddf3a7f2639a8.jpg
austin9_3584_0_png.rf.33d5e76350a0ffd453398261870c35f5.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin9_3584_0_png.rf.33d5e76350a0ffd453398261870c35f5.jpg
austin9_3584_0_png.rf.f2016c9bcb18e9c9083b9a7185fa58ae.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/austin9_3584_0_png.rf.f2016c9bcb18e9c9083b9a7185fa58ae.jpg
chicago10_0_3072_png.rf.7899805d13d41db8290ef7d372b52009.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago10_0_3072_png.rf.7899805d13d41db8290ef7d372b52009.jpg
chicago10_0_3072_png.rf.93d66efcd2bbefb1740913feaaa2fe09.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago10_0_3072_png.rf.93d66efcd2bbefb1740913feaaa2fe09.jpg
chicago10_0_3072_png.rf.bdd60d3d12170163099094f3f7b4e1cd.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago10_0_3072_png.rf.bdd60d3d12170163099094f3f7b4e1cd.jpg
chicago10_1536_0_png.rf.27034da99ae2f049190dcf8b633a744d.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago10_1536_0_png.rf.27034da99ae2f049190dcf8b633a744d.jpg
chicago10_1536_0_png.rf.28a84d65d3ef96b1e2aa201926bc4f97.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago10_1536_0_png.rf.28a84d65d3ef96b1e2aa201926bc4f97.jpg
chicago10_1536_0_png.rf.f406d5828c3c2cf159683bc3feaab367.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago10_1536_0_png.rf.f406d5828c3c2cf159683bc3feaab367.jpg
chicago10_2560_4096_png.rf.26cddcc81e2d2fe87a97938816a53a17.jpg,262144,2,8e-06,0.383,0.4016,train,1,2.7921106225664496,-0.2994123626851977,results/train_inference/train_inference/chicago10_2560_4096_png.rf.26cddcc81e2d2fe87a97938816a53a17.jpg
chicago10_2560_4096_png.rf.42c9867e34f997d07961d666a4acb9d4.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago10_2560_4096_png.rf.42c9867e34f997d07961d666a4acb9d4.jpg
chicago10_2560_4096_png.rf.c6769426edf49faea613fc10178663f3.jpg,262144,1,4e-06,0.3783,0.3783,train,1,2.3319431937241095,-0.861769684483603,results/train_inference/train_inference/chicago10_2560_4096_png.rf.c6769426edf49faea613fc10178663f3.jpg
chicago11_0_0_png.rf.38259b140b545bf61a0cc04782189e99.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago11_0_0_png.rf.38259b140b545bf61a0cc04782189e99.jpg
chicago11_0_0_png.rf.4e0c8dbddf87338baa69d07c1de66a67.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago11_0_0_png.rf.4e0c8dbddf87338baa69d07c1de66a67.jpg
chicago11_0_0_png.rf.c5cfbdb9c05994f31ba9909dab432523.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago11_0_0_png.rf.c5cfbdb9c05994f31ba9909dab432523.jpg
chicago11_1536_1536_png.rf.1b2609b2161a658f095cf3fb79c30e15.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago11_1536_1536_png.rf.1b2609b2161a658f095cf3fb79c30e15.jpg
chicago11_1536_1536_png.rf.43a8cb8d4d0665ff481c92e45200864f.jpg,262144,1,4e-06,0.3195,0.3195,train,1,1.9362226516980745,-0.6216832609621833,results/train_inference/train_inference/chicago11_1536_1536_png.rf.43a8cb8d4d0665ff481c92e45200864f.jpg
chicago11_1536_1536_png.rf.60d56bb52998788bd917682de46c30ad.jpg,262144,2,8e-06,0.3468,0.3557,train,1,2.517322735268695,-0.13705754593804417,results/train_inference/train_inference/chicago11_1536_1536_png.rf.60d56bb52998788bd917682de46c30ad.jpg
chicago11_2048_4096_png.rf.3525d849f1f99f777e40adc62dfde31f.jpg,262144,4,1.5e-05,0.4223,0.6549,train,1,4.481691140598895,0.43808115884520904,results/train_inference/train_inference/chicago11_2048_4096_png.rf.3525d849f1f99f777e40adc62dfde31f.jpg
chicago11_2048_4096_png.rf.bd6a356a099d8efaf6369874e8461b2e.jpg,262144,4,1.5e-05,0.432,0.5233,train,1,4.093005025083719,0.610374202831665,results/train_inference/train_inference/chicago11_2048_4096_png.rf.bd6a356a099d8efaf6369874e8461b2e.jpg
chicago11_2048_4096_png.rf.cfe3efebeb5197798b2ce1bdc2cbdb22.jpg,262144,2,8e-06,0.7919,0.8673,train,1,5.726469773408732,-2.054172505021132,results/train_inference/train_inference/chicago11_2048_4096_png.rf.cfe3efebeb5197798b2ce1bdc2cbdb22.jpg
chicago11_3072_512_png.rf.32f5f70e8d208fd4553fad8370856021.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago11_3072_512_png.rf.32f5f70e8d208fd4553fad8370856021.jpg
chicago11_3072_512_png.rf.6f13390157169099060f19fd44ee91d3.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago11_3072_512_png.rf.6f13390157169099060f19fd44ee91d3.jpg
chicago11_3072_512_png.rf.72cbe29dd402c2fff1a8eb0bb8a00dec.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago11_3072_512_png.rf.72cbe29dd402c2fff1a8eb0bb8a00dec.jpg
chicago12_2560_3584_png.rf.38382522457f82dc843a44f330eea716.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago12_2560_3584_png.rf.38382522457f82dc843a44f330eea716.jpg
chicago12_2560_3584_png.rf.3b888189c44a67692425def50e9ce538.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago12_2560_3584_png.rf.3b888189c44a67692425def50e9ce538.jpg
chicago12_2560_3584_png.rf.57fd669ec7313a11ca4ac621b2bd9ea5.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago12_2560_3584_png.rf.57fd669ec7313a11ca4ac621b2bd9ea5.jpg
chicago12_4096_3584_png.rf.53ff55ffd9a6978d4cdc190fbd4de685.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago12_4096_3584_png.rf.53ff55ffd9a6978d4cdc190fbd4de685.jpg
chicago12_4096_3584_png.rf.55fd150535213f71919a90f3e1fb0b5f.jpg,262144,2,8e-06,0.349,0.3923,train,1,2.642648415869664,-0.1976279886864758,results/train_inference/train_inference/chicago12_4096_3584_png.rf.55fd150535213f71919a90f3e1fb0b5f.jpg
chicago12_4096_3584_png.rf.e12cedbbc616ac51d7840aad4dbc0e52.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago12_4096_3584_png.rf.e12cedbbc616ac51d7840aad4dbc0e52.jpg
chicago13_2560_0_png.rf.09cc931e4125aa38d40069ca5d65fdb8.jpg,262144,1,4e-06,0.3279,0.3279,train,1,1.9927541577017938,-0.6559813214652432,results/train_inference/train_inference/chicago13_2560_0_png.rf.09cc931e4125aa38d40069ca5d65fdb8.jpg
chicago13_2560_0_png.rf.6802f110a63f406aa3c148a2857435a7.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago13_2560_0_png.rf.6802f110a63f406aa3c148a2857435a7.jpg
chicago13_2560_0_png.rf.fe0ba805cc85e68228deec39724dffa9.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago13_2560_0_png.rf.fe0ba805cc85e68228deec39724dffa9.jpg
chicago13_512_4096_png.rf.038f18959333f16c42bfc1907b70a076.jpg,262144,1,4e-06,0.4206,0.4206,train,1,2.6166197060999816,-1.034484917731155,results/train_inference/train_inference/chicago13_512_4096_png.rf.038f18959333f16c42bfc1907b70a076.jpg
chicago13_512_4096_png.rf.03fa7c6caa213873c8294ac51889d84e.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago13_512_4096_png.rf.03fa7c6caa213873c8294ac51889d84e.jpg
chicago13_512_4096_png.rf.0937dfd3f765b9e0376d57bd991cdd02.jpg,262144,1,4e-06,0.4121,0.4121,train,1,2.559415205977171,-0.9997785469840115,results/train_inference/train_inference/chicago13_512_4096_png.rf.0937dfd3f765b9e0376d57bd991cdd02.jpg
chicago14_0_0_png.rf.23f48f634a3b438fa4d5f68efe82e8bf.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago14_0_0_png.rf.23f48f634a3b438fa4d5f68efe82e8bf.jpg
chicago14_0_0_png.rf.6977362f3fe06e024944e91d9eccaa40.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago14_0_0_png.rf.6977362f3fe06e024944e91d9eccaa40.jpg
chicago14_0_0_png.rf.b85682fc89582267fbcd8884e72de6a6.jpg,262144,0,0.0,0.0,0.0,train,0,-0.5827724598116718,0.07342676087059613,results/train_inference/train_inference/chicago14_0_0_png.rf.b85682fc89582267fbcd8884e72de6a6.jpg
